NUMBER PREFIX	DESTINATION COUNTRY	DESTINATION PLATFORM
632395	Philippines [PHL]	MOBILE
632396	Philippines [PHL]	MOBILE
632397	Philippines [PHL]	MOBILE
632398	Philippines [PHL]	MOBILE
632399	Philippines [PHL]	MOBILE
632420	Philippines [PHL]	MOBILE
632429	Philippines [PHL]	MOBILE
632520	Philippines [PHL]	MOBILE
632529	Philippines [PHL]	MOBILE
632630	Philippines [PHL]	MOBILE
632639	Philippines [PHL]	MOBILE
632691	Philippines [PHL]	MOBILE
632693	Philippines [PHL]	MOBILE
632992	Philippines [PHL]	MOBILE
6332207	Philippines [PHL]	MOBILE
6332208	Philippines [PHL]	MOBILE
633224	Philippines [PHL]	MOBILE
6332280	Philippines [PHL]	MOBILE
6332281	Philippines [PHL]	MOBILE
6332282	Philippines [PHL]	MOBILE
6332283	Philippines [PHL]	MOBILE
6332284	Philippines [PHL]	MOBILE
6332285	Philippines [PHL]	MOBILE
6332286	Philippines [PHL]	MOBILE
6332380	Philippines [PHL]	MOBILE
6332381	Philippines [PHL]	MOBILE
6332382	Philippines [PHL]	MOBILE
6332383	Philippines [PHL]	MOBILE
6332384	Philippines [PHL]	MOBILE
633324	Philippines [PHL]	MOBILE
6333250	Philippines [PHL]	MOBILE
6333251	Philippines [PHL]	MOBILE
6333252	Philippines [PHL]	MOBILE
6333253	Philippines [PHL]	MOBILE
6333254	Philippines [PHL]	MOBILE
6333255	Philippines [PHL]	MOBILE
6333256	Philippines [PHL]	MOBILE
6333257	Philippines [PHL]	MOBILE
6333258	Philippines [PHL]	MOBILE
6333380	Philippines [PHL]	MOBILE
633432	Philippines [PHL]	MOBILE
633433	Philippines [PHL]	MOBILE
6334340	Philippines [PHL]	MOBILE
6334341	Philippines [PHL]	MOBILE
6334342	Philippines [PHL]	MOBILE
6334343	Philippines [PHL]	MOBILE
6334344	Philippines [PHL]	MOBILE
6334346	Philippines [PHL]	MOBILE
6334347	Philippines [PHL]	MOBILE
6334348	Philippines [PHL]	MOBILE
6334349	Philippines [PHL]	MOBILE
6334350	Philippines [PHL]	MOBILE
6334351	Philippines [PHL]	MOBILE
6335300	Philippines [PHL]	MOBILE
633535	Philippines [PHL]	MOBILE
6335360	Philippines [PHL]	MOBILE
6335361	Philippines [PHL]	MOBILE
6335362	Philippines [PHL]	MOBILE
6335363	Philippines [PHL]	MOBILE
6335364	Philippines [PHL]	MOBILE
6336350	Philippines [PHL]	MOBILE
6338310	Philippines [PHL]	MOBILE
6342311	Philippines [PHL]	MOBILE
6342321	Philippines [PHL]	MOBILE
6342421	Philippines [PHL]	MOBILE
6342511	Philippines [PHL]	MOBILE
6342651	Philippines [PHL]	MOBILE
6342652	Philippines [PHL]	MOBILE
6342660	Philippines [PHL]	MOBILE
6342661	Philippines [PHL]	MOBILE
6342662	Philippines [PHL]	MOBILE
6342731	Philippines [PHL]	MOBILE
6342741	Philippines [PHL]	MOBILE
6342841	Philippines [PHL]	MOBILE
6342911	Philippines [PHL]	MOBILE
6343300	Philippines [PHL]	MOBILE
6343301	Philippines [PHL]	MOBILE
6343302	Philippines [PHL]	MOBILE
6343305	Philippines [PHL]	MOBILE
6343309	Philippines [PHL]	MOBILE
6343311	Philippines [PHL]	MOBILE
6343312	Philippines [PHL]	MOBILE
6343313	Philippines [PHL]	MOBILE
6343314	Philippines [PHL]	MOBILE
6343318	Philippines [PHL]	MOBILE
6343321	Philippines [PHL]	MOBILE
6343332	Philippines [PHL]	MOBILE
6343333	Philippines [PHL]	MOBILE
6343341	Philippines [PHL]	MOBILE
6343342	Philippines [PHL]	MOBILE
6343349	Philippines [PHL]	MOBILE
6343351	Philippines [PHL]	MOBILE
6343398	Philippines [PHL]	MOBILE
6343399	Philippines [PHL]	MOBILE
6343411	Philippines [PHL]	MOBILE
6343421	Philippines [PHL]	MOBILE
6343481	Philippines [PHL]	MOBILE
6343491	Philippines [PHL]	MOBILE
6343711	Philippines [PHL]	MOBILE
6343921	Philippines [PHL]	MOBILE
6343931	Philippines [PHL]	MOBILE
6344411	Philippines [PHL]	MOBILE
6344462	Philippines [PHL]	MOBILE
6344471	Philippines [PHL]	MOBILE
6344482	Philippines [PHL]	MOBILE
6344492	Philippines [PHL]	MOBILE
6344511	Philippines [PHL]	MOBILE
6344600	Philippines [PHL]	MOBILE
6344601	Philippines [PHL]	MOBILE
6344602	Philippines [PHL]	MOBILE
6344604	Philippines [PHL]	MOBILE
6344606	Philippines [PHL]	MOBILE
6344608	Philippines [PHL]	MOBILE
6344611	Philippines [PHL]	MOBILE
6344617	Philippines [PHL]	MOBILE
6344619	Philippines [PHL]	MOBILE
6344640	Philippines [PHL]	MOBILE
6344641	Philippines [PHL]	MOBILE
6344643	Philippines [PHL]	MOBILE
6344644	Philippines [PHL]	MOBILE
6344649	Philippines [PHL]	MOBILE
6344660	Philippines [PHL]	MOBILE
6344661	Philippines [PHL]	MOBILE
6344662	Philippines [PHL]	MOBILE
6344663	Philippines [PHL]	MOBILE
6344664	Philippines [PHL]	MOBILE
6344665	Philippines [PHL]	MOBILE
6344667	Philippines [PHL]	MOBILE
6344668	Philippines [PHL]	MOBILE
6344669	Philippines [PHL]	MOBILE
6344670	Philippines [PHL]	MOBILE
6344671	Philippines [PHL]	MOBILE
6344672	Philippines [PHL]	MOBILE
6344673	Philippines [PHL]	MOBILE
6344675	Philippines [PHL]	MOBILE
6344676	Philippines [PHL]	MOBILE
6344677	Philippines [PHL]	MOBILE
6344678	Philippines [PHL]	MOBILE
6344690	Philippines [PHL]	MOBILE
6344691	Philippines [PHL]	MOBILE
6344692	Philippines [PHL]	MOBILE
6344693	Philippines [PHL]	MOBILE
6344694	Philippines [PHL]	MOBILE
6344695	Philippines [PHL]	MOBILE
6344697	Philippines [PHL]	MOBILE
6344698	Philippines [PHL]	MOBILE
6344699	Philippines [PHL]	MOBILE
6344710	Philippines [PHL]	MOBILE
6344711	Philippines [PHL]	MOBILE
6344720	Philippines [PHL]	MOBILE
6344721	Philippines [PHL]	MOBILE
6344731	Philippines [PHL]	MOBILE
6344733	Philippines [PHL]	MOBILE
6344840	Philippines [PHL]	MOBILE
6344841	Philippines [PHL]	MOBILE
6344851	Philippines [PHL]	MOBILE
6345721	Philippines [PHL]	MOBILE
6345800	Philippines [PHL]	MOBILE
6345802	Philippines [PHL]	MOBILE
6345804	Philippines [PHL]	MOBILE
6345805	Philippines [PHL]	MOBILE
6345806	Philippines [PHL]	MOBILE
6345808	Philippines [PHL]	MOBILE
6345809	Philippines [PHL]	MOBILE
6345810	Philippines [PHL]	MOBILE
6345817	Philippines [PHL]	MOBILE
6345820	Philippines [PHL]	MOBILE
6345821	Philippines [PHL]	MOBILE
6345825	Philippines [PHL]	MOBILE
6345832	Philippines [PHL]	MOBILE
6345841	Philippines [PHL]	MOBILE
6345855	Philippines [PHL]	MOBILE
6345860	Philippines [PHL]	MOBILE
6345861	Philippines [PHL]	MOBILE
6345862	Philippines [PHL]	MOBILE
6345864	Philippines [PHL]	MOBILE
6345865	Philippines [PHL]	MOBILE
6345866	Philippines [PHL]	MOBILE
6345875	Philippines [PHL]	MOBILE
6345877	Philippines [PHL]	MOBILE
6345878	Philippines [PHL]	MOBILE
6345879	Philippines [PHL]	MOBILE
6345880	Philippines [PHL]	MOBILE
6345882	Philippines [PHL]	MOBILE
6345884	Philippines [PHL]	MOBILE
6345885	Philippines [PHL]	MOBILE
6345887	Philippines [PHL]	MOBILE
6345888	Philippines [PHL]	MOBILE
6345889	Philippines [PHL]	MOBILE
6345890	Philippines [PHL]	MOBILE
6345892	Philippines [PHL]	MOBILE
6345893	Philippines [PHL]	MOBILE
6345894	Philippines [PHL]	MOBILE
6345898	Philippines [PHL]	MOBILE
6345921	Philippines [PHL]	MOBILE
6346850	Philippines [PHL]	MOBILE
6344311	Philippines [PHL]	MOBILE
6345981	Philippines [PHL]	MOBILE
6346840	Philippines [PHL]	MOBILE
6346851	Philippines [PHL]	MOBILE
6346852	Philippines [PHL]	MOBILE
6346853	Philippines [PHL]	MOBILE
6346854	Philippines [PHL]	MOBILE
6346855	Philippines [PHL]	MOBILE
6346856	Philippines [PHL]	MOBILE
6346857	Philippines [PHL]	MOBILE
6346860	Philippines [PHL]	MOBILE
6346861	Philippines [PHL]	MOBILE
6346862	Philippines [PHL]	MOBILE
6346863	Philippines [PHL]	MOBILE
6346864	Philippines [PHL]	MOBILE
6346865	Philippines [PHL]	MOBILE
6346866	Philippines [PHL]	MOBILE
6346870	Philippines [PHL]	MOBILE
6346871	Philippines [PHL]	MOBILE
6346872	Philippines [PHL]	MOBILE
6346873	Philippines [PHL]	MOBILE
6346874	Philippines [PHL]	MOBILE
6346875	Philippines [PHL]	MOBILE
6346876	Philippines [PHL]	MOBILE
6346877	Philippines [PHL]	MOBILE
6346878	Philippines [PHL]	MOBILE
6346880	Philippines [PHL]	MOBILE
6346883	Philippines [PHL]	MOBILE
6346884	Philippines [PHL]	MOBILE
6346885	Philippines [PHL]	MOBILE
6346886	Philippines [PHL]	MOBILE
6346887	Philippines [PHL]	MOBILE
6346888	Philippines [PHL]	MOBILE
6346889	Philippines [PHL]	MOBILE
6346890	Philippines [PHL]	MOBILE
6346894	Philippines [PHL]	MOBILE
6346896	Philippines [PHL]	MOBILE
6347431	Philippines [PHL]	MOBILE
6347451	Philippines [PHL]	MOBILE
6347461	Philippines [PHL]	MOBILE
6347481	Philippines [PHL]	MOBILE
6347491	Philippines [PHL]	MOBILE
6347791	Philippines [PHL]	MOBILE
6347808	Philippines [PHL]	MOBILE
6347810	Philippines [PHL]	MOBILE
6347811	Philippines [PHL]	MOBILE
6347818	Philippines [PHL]	MOBILE
6347821	Philippines [PHL]	MOBILE
6347831	Philippines [PHL]	MOBILE
6347834	Philippines [PHL]	MOBILE
6347899	Philippines [PHL]	MOBILE
6349411	Philippines [PHL]	MOBILE
6349800	Philippines [PHL]	MOBILE
6349801	Philippines [PHL]	MOBILE
6349805	Philippines [PHL]	MOBILE
6349807	Philippines [PHL]	MOBILE
6349809	Philippines [PHL]	MOBILE
6349810	Philippines [PHL]	MOBILE
6349813	Philippines [PHL]	MOBILE
6349816	Philippines [PHL]	MOBILE
6349817	Philippines [PHL]	MOBILE
6349818	Philippines [PHL]	MOBILE
6349820	Philippines [PHL]	MOBILE
6349821	Philippines [PHL]	MOBILE
6349822	Philippines [PHL]	MOBILE
6349826	Philippines [PHL]	MOBILE
6349827	Philippines [PHL]	MOBILE
6349828	Philippines [PHL]	MOBILE
6349831	Philippines [PHL]	MOBILE
6349832	Philippines [PHL]	MOBILE
6349833	Philippines [PHL]	MOBILE
6349834	Philippines [PHL]	MOBILE
6349835	Philippines [PHL]	MOBILE
6349837	Philippines [PHL]	MOBILE
6349838	Philippines [PHL]	MOBILE
6349839	Philippines [PHL]	MOBILE
6349840	Philippines [PHL]	MOBILE
6349841	Philippines [PHL]	MOBILE
6349844	Philippines [PHL]	MOBILE
6349851	Philippines [PHL]	MOBILE
6349870	Philippines [PHL]	MOBILE
6352431	Philippines [PHL]	MOBILE
6352432	Philippines [PHL]	MOBILE
6352811	Philippines [PHL]	MOBILE
6352820	Philippines [PHL]	MOBILE
6352821	Philippines [PHL]	MOBILE
6352822	Philippines [PHL]	MOBILE
6352824	Philippines [PHL]	MOBILE
6352825	Philippines [PHL]	MOBILE
6352826	Philippines [PHL]	MOBILE
6352830	Philippines [PHL]	MOBILE
6352831	Philippines [PHL]	MOBILE
6352835	Philippines [PHL]	MOBILE
6352836	Philippines [PHL]	MOBILE
6352837	Philippines [PHL]	MOBILE
6352838	Philippines [PHL]	MOBILE
6353300	Philippines [PHL]	MOBILE
6354331	Philippines [PHL]	MOBILE
6354341	Philippines [PHL]	MOBILE
6354361	Philippines [PHL]	MOBILE
6354603	Philippines [PHL]	MOBILE
6354605	Philippines [PHL]	MOBILE
6354611	Philippines [PHL]	MOBILE
6354621	Philippines [PHL]	MOBILE
6354626	Philippines [PHL]	MOBILE
6354631	Philippines [PHL]	MOBILE
6354646	Philippines [PHL]	MOBILE
6354655	Philippines [PHL]	MOBILE
6354656	Philippines [PHL]	MOBILE
6354685	Philippines [PHL]	MOBILE
6354693	Philippines [PHL]	MOBILE
6354697	Philippines [PHL]	MOBILE
6354698	Philippines [PHL]	MOBILE
6354699	Philippines [PHL]	MOBILE
6354721	Philippines [PHL]	MOBILE
6354731	Philippines [PHL]	MOBILE
6354741	Philippines [PHL]	MOBILE
6354811	Philippines [PHL]	MOBILE
6356211	Philippines [PHL]	MOBILE
6356305	Philippines [PHL]	MOBILE
6356311	Philippines [PHL]	MOBILE
6356411	Philippines [PHL]	MOBILE
636011	Philippines [PHL]	MOBILE
636013	Philippines [PHL]	MOBILE
6360145	Philippines [PHL]	MOBILE
6360148	Philippines [PHL]	MOBILE
636018840	Philippines [PHL]	MOBILE
636019	Philippines [PHL]	MOBILE
6362360	Philippines [PHL]	MOBILE
6363310	Philippines [PHL]	MOBILE
6372700	Philippines [PHL]	MOBILE
6372701	Philippines [PHL]	MOBILE
6372705	Philippines [PHL]	MOBILE
6372708	Philippines [PHL]	MOBILE
6372710	Philippines [PHL]	MOBILE
6372712	Philippines [PHL]	MOBILE
6372714	Philippines [PHL]	MOBILE
6372719	Philippines [PHL]	MOBILE
6372720	Philippines [PHL]	MOBILE
6372792	Philippines [PHL]	MOBILE
6372794	Philippines [PHL]	MOBILE
6374300	Philippines [PHL]	MOBILE
6374301	Philippines [PHL]	MOBILE
6374304	Philippines [PHL]	MOBILE
6374305	Philippines [PHL]	MOBILE
6374309	Philippines [PHL]	MOBILE
6374358	Philippines [PHL]	MOBILE
6374382	Philippines [PHL]	MOBILE
6374386	Philippines [PHL]	MOBILE
6374452	Philippines [PHL]	MOBILE
6374462	Philippines [PHL]	MOBILE
6374466	Philippines [PHL]	MOBILE
6374752	Philippines [PHL]	MOBILE
6374872	Philippines [PHL]	MOBILE
6375501	Philippines [PHL]	MOBILE
6375502	Philippines [PHL]	MOBILE
6375503	Philippines [PHL]	MOBILE
6375505	Philippines [PHL]	MOBILE
6375510	Philippines [PHL]	MOBILE
6375511	Philippines [PHL]	MOBILE
6375513	Philippines [PHL]	MOBILE
6375514	Philippines [PHL]	MOBILE
6375515	Philippines [PHL]	MOBILE
6375516	Philippines [PHL]	MOBILE
6375517	Philippines [PHL]	MOBILE
6375518	Philippines [PHL]	MOBILE
6375519	Philippines [PHL]	MOBILE
6375531	Philippines [PHL]	MOBILE
6375532	Philippines [PHL]	MOBILE
6375534	Philippines [PHL]	MOBILE
6375536	Philippines [PHL]	MOBILE
6375537	Philippines [PHL]	MOBILE
6375539	Philippines [PHL]	MOBILE
6375541	Philippines [PHL]	MOBILE
6375542	Philippines [PHL]	MOBILE
6375543	Philippines [PHL]	MOBILE
6375544	Philippines [PHL]	MOBILE
6375546	Philippines [PHL]	MOBILE
6375548	Philippines [PHL]	MOBILE
6375549	Philippines [PHL]	MOBILE
6375551	Philippines [PHL]	MOBILE
6375552	Philippines [PHL]	MOBILE
6375553	Philippines [PHL]	MOBILE
6375554	Philippines [PHL]	MOBILE
6375555	Philippines [PHL]	MOBILE
6375557	Philippines [PHL]	MOBILE
637556	Philippines [PHL]	MOBILE
6375570	Philippines [PHL]	MOBILE
6375572	Philippines [PHL]	MOBILE
6375573	Philippines [PHL]	MOBILE
6375574	Philippines [PHL]	MOBILE
6375575	Philippines [PHL]	MOBILE
6375576	Philippines [PHL]	MOBILE
6375578	Philippines [PHL]	MOBILE
6375581	Philippines [PHL]	MOBILE
6375582	Philippines [PHL]	MOBILE
6375583	Philippines [PHL]	MOBILE
6375591	Philippines [PHL]	MOBILE
6375592	Philippines [PHL]	MOBILE
6375593	Philippines [PHL]	MOBILE
6375594	Philippines [PHL]	MOBILE
6375595	Philippines [PHL]	MOBILE
6375596	Philippines [PHL]	MOBILE
6377722	Philippines [PHL]	MOBILE
6377723	Philippines [PHL]	MOBILE
6377725	Philippines [PHL]	MOBILE
6377726	Philippines [PHL]	MOBILE
6377728	Philippines [PHL]	MOBILE
6377732	Philippines [PHL]	MOBILE
6377742	Philippines [PHL]	MOBILE
6377748	Philippines [PHL]	MOBILE
6377750	Philippines [PHL]	MOBILE
6377754	Philippines [PHL]	MOBILE
6377762	Philippines [PHL]	MOBILE
6377763	Philippines [PHL]	MOBILE
6377764	Philippines [PHL]	MOBILE
6377766	Philippines [PHL]	MOBILE
6377771	Philippines [PHL]	MOBILE
6377781	Philippines [PHL]	MOBILE
6377782	Philippines [PHL]	MOBILE
6377784	Philippines [PHL]	MOBILE
6377786	Philippines [PHL]	MOBILE
6377792	Philippines [PHL]	MOBILE
6377793	Philippines [PHL]	MOBILE
6377794	Philippines [PHL]	MOBILE
6378299	Philippines [PHL]	MOBILE
6378321	Philippines [PHL]	MOBILE
6378322	Philippines [PHL]	MOBILE
6378326	Philippines [PHL]	MOBILE
6378332	Philippines [PHL]	MOBILE
6378622	Philippines [PHL]	MOBILE
6378623	Philippines [PHL]	MOBILE
6378632	Philippines [PHL]	MOBILE
6378634	Philippines [PHL]	MOBILE
6378636	Philippines [PHL]	MOBILE
6378642	Philippines [PHL]	MOBILE
6378682	Philippines [PHL]	MOBILE
6378654	Philippines [PHL]	MOBILE
6378662	Philippines [PHL]	MOBILE
6378664	Philippines [PHL]	MOBILE
6378692	Philippines [PHL]	MOBILE
6378694	Philippines [PHL]	MOBILE
6378803	Philippines [PHL]	MOBILE
6378805	Philippines [PHL]	MOBILE
6378808	Philippines [PHL]	MOBILE
6378812	Philippines [PHL]	MOBILE
6378822	Philippines [PHL]	MOBILE
6378824	Philippines [PHL]	MOBILE
6378825	Philippines [PHL]	MOBILE
6378826	Philippines [PHL]	MOBILE
6378830	Philippines [PHL]	MOBILE
6378832	Philippines [PHL]	MOBILE
6378845	Philippines [PHL]	MOBILE
6378846	Philippines [PHL]	MOBILE
6378847	Philippines [PHL]	MOBILE
6378848	Philippines [PHL]	MOBILE
6378852	Philippines [PHL]	MOBILE
6378853	Philippines [PHL]	MOBILE
6378854	Philippines [PHL]	MOBILE
6378855	Philippines [PHL]	MOBILE
6378856	Philippines [PHL]	MOBILE
6378858	Philippines [PHL]	MOBILE
6378859	Philippines [PHL]	MOBILE
6378862	Philippines [PHL]	MOBILE
6378864	Philippines [PHL]	MOBILE
6378866	Philippines [PHL]	MOBILE
6378870	Philippines [PHL]	MOBILE
6378878	Philippines [PHL]	MOBILE
6378892	Philippines [PHL]	MOBILE
6378893	Philippines [PHL]	MOBILE
6378897	Philippines [PHL]	MOBILE
63817	Philippines [PHL]	MOBILE
6382340	Philippines [PHL]	MOBILE
6382341	Philippines [PHL]	MOBILE
6382342	Philippines [PHL]	MOBILE
6383320	Philippines [PHL]	MOBILE
6383321	Philippines [PHL]	MOBILE
6388360	Philippines [PHL]	MOBILE
639	Philippines [PHL]	MOBILE
64	New Zealand [NZL]	FIXED
642	New Zealand [NZL]	MOBILE
647926	New Zealand [NZL]	MOBILE
65	Singapore [SGP]	FIXED
65193400	Singapore [SGP]	MOBILE
653105	Singapore [SGP]	MOBILE
653110	Singapore [SGP]	MOBILE
653112	Singapore [SGP]	MOBILE
653113	Singapore [SGP]	MOBILE
653115	Singapore [SGP]	MOBILE
653116	Singapore [SGP]	MOBILE
653117	Singapore [SGP]	MOBILE
653118	Singapore [SGP]	MOBILE
653119	Singapore [SGP]	MOBILE
653120	Singapore [SGP]	MOBILE
653121	Singapore [SGP]	MOBILE
653122	Singapore [SGP]	MOBILE
653123	Singapore [SGP]	MOBILE
653124	Singapore [SGP]	MOBILE
653126	Singapore [SGP]	MOBILE
653127	Singapore [SGP]	MOBILE
653128	Singapore [SGP]	MOBILE
653129	Singapore [SGP]	MOBILE
65313	Singapore [SGP]	MOBILE
65314	Singapore [SGP]	MOBILE
653150	Singapore [SGP]	MOBILE
653151	Singapore [SGP]	MOBILE
653152	Singapore [SGP]	MOBILE
653153	Singapore [SGP]	MOBILE
653155	Singapore [SGP]	MOBILE
658	Singapore [SGP]	MOBILE
659	Singapore [SGP]	MOBILE
66	Thailand [THA]	FIXED
661	Thailand [THA]	MOBILE
6630	Thailand [THA]	MOBILE
6631	Thailand [THA]	MOBILE
6633	Thailand [THA]	MOBILE
6640	Thailand [THA]	MOBILE
6641	Thailand [THA]	MOBILE
6646	Thailand [THA]	MOBILE
6647	Thailand [THA]	MOBILE
6648	Thailand [THA]	MOBILE
6649	Thailand [THA]	MOBILE
6650	Thailand [THA]	MOBILE
6651	Thailand [THA]	MOBILE
6652	Thailand [THA]	MOBILE
6657	Thailand [THA]	MOBILE
6658	Thailand [THA]	MOBILE
6659	Thailand [THA]	MOBILE
666	Thailand [THA]	MOBILE
6670	Thailand [THA]	MOBILE
6671	Thailand [THA]	MOBILE
6672	Thailand [THA]	MOBILE
6678	Thailand [THA]	MOBILE
6679	Thailand [THA]	MOBILE
668	Thailand [THA]	MOBILE
669	Thailand [THA]	MOBILE
670	TIMOR (EAST) [TLS]	FIXED
6707	TIMOR (EAST) [TLS]	MOBILE
672	Australia - Norfolk Island [NFK]	FIXED
67235	Australia - Norfolk Island [NFK]	MOBILE
673	Brunei Darussalam [BRN]	FIXED
67322	Brunei Darussalam [BRN]	MOBILE
673241	Brunei Darussalam [BRN]	MOBILE
673259	Brunei Darussalam [BRN]	MOBILE
673287	Brunei Darussalam [BRN]	MOBILE
673288	Brunei Darussalam [BRN]	MOBILE
673289	Brunei Darussalam [BRN]	MOBILE
6737	Brunei Darussalam [BRN]	MOBILE
6738	Brunei Darussalam [BRN]	MOBILE
6739	Brunei Darussalam [BRN]	MOBILE
674	Nauru [NRU]	FIXED
67455	Nauru [NRU]	MOBILE
675	Papua New Guinea [PNG]	FIXED
675270	Papua New Guinea [PNG]	MOBILE
67561	Papua New Guinea [PNG]	MOBILE
67563	Papua New Guinea [PNG]	MOBILE
675644	Papua New Guinea [PNG]	MOBILE
67565	Papua New Guinea [PNG]	MOBILE
67567	Papua New Guinea [PNG]	MOBILE
67568	Papua New Guinea [PNG]	MOBILE
67569	Papua New Guinea [PNG]	MOBILE
6757	Papua New Guinea [PNG]	MOBILE
676	Tonga [TON]	FIXED
67611	Tonga [TON]	MOBILE
67612	Tonga [TON]	MOBILE
67613	Tonga [TON]	MOBILE
67614	Tonga [TON]	MOBILE
67615	Tonga [TON]	MOBILE
67616	Tonga [TON]	MOBILE
67617	Tonga [TON]	MOBILE
67618	Tonga [TON]	MOBILE
67619	Tonga [TON]	MOBILE
67639	Tonga [TON]	MOBILE
67644	Tonga [TON]	MOBILE
67645	Tonga [TON]	MOBILE
67646	Tonga [TON]	MOBILE
67647	Tonga [TON]	MOBILE
67648	Tonga [TON]	MOBILE
67649	Tonga [TON]	MOBILE
67651	Tonga [TON]	MOBILE
67652	Tonga [TON]	MOBILE
67653	Tonga [TON]	MOBILE
67654	Tonga [TON]	MOBILE
67655	Tonga [TON]	MOBILE
67656	Tonga [TON]	MOBILE
67657	Tonga [TON]	MOBILE
67658	Tonga [TON]	MOBILE
67659	Tonga [TON]	MOBILE
67661	Tonga [TON]	MOBILE
67662	Tonga [TON]	MOBILE
67663	Tonga [TON]	MOBILE
67664	Tonga [TON]	MOBILE
67665	Tonga [TON]	MOBILE
67666	Tonga [TON]	MOBILE
67667	Tonga [TON]	MOBILE
67668	Tonga [TON]	MOBILE
67672	Tonga [TON]	MOBILE
67673	Tonga [TON]	MOBILE
67674	Tonga [TON]	MOBILE
67675	Tonga [TON]	MOBILE
67676	Tonga [TON]	MOBILE
67677	Tonga [TON]	MOBILE
67678	Tonga [TON]	MOBILE
67681	Tonga [TON]	MOBILE
67682	Tonga [TON]	MOBILE
67683	Tonga [TON]	MOBILE
67684	Tonga [TON]	MOBILE
67686	Tonga [TON]	MOBILE
67687	Tonga [TON]	MOBILE
67688	Tonga [TON]	MOBILE
67689	Tonga [TON]	MOBILE
677	Solomon Islands [SLB]	FIXED
67746	Solomon Islands [SLB]	MOBILE
67747	Solomon Islands [SLB]	MOBILE
67749	Solomon Islands [SLB]	MOBILE
67754	Solomon Islands [SLB]	MOBILE
67755	Solomon Islands [SLB]	MOBILE
67757	Solomon Islands [SLB]	MOBILE
67758	Solomon Islands [SLB]	MOBILE
67759	Solomon Islands [SLB]	MOBILE
67765	Solomon Islands [SLB]	MOBILE
67766	Solomon Islands [SLB]	MOBILE
67768	Solomon Islands [SLB]	MOBILE
67769	Solomon Islands [SLB]	MOBILE
6777	Solomon Islands [SLB]	MOBILE
6778	Solomon Islands [SLB]	MOBILE
6779	Solomon Islands [SLB]	MOBILE
678	Vanuatu [VUT]	FIXED
67853	Vanuatu [VUT]	MOBILE
67854	Vanuatu [VUT]	MOBILE
67855	Vanuatu [VUT]	MOBILE
67856	Vanuatu [VUT]	MOBILE
67857	Vanuatu [VUT]	MOBILE
67859	Vanuatu [VUT]	MOBILE
67864	Vanuatu [VUT]	MOBILE
67865	Vanuatu [VUT]	MOBILE
67866	Vanuatu [VUT]	MOBILE
67867	Vanuatu [VUT]	MOBILE
67870	Vanuatu [VUT]	MOBILE
67871	Vanuatu [VUT]	MOBILE
67873	Vanuatu [VUT]	MOBILE
67874	Vanuatu [VUT]	MOBILE
67875	Vanuatu [VUT]	MOBILE
67876	Vanuatu [VUT]	MOBILE
67877	Vanuatu [VUT]	MOBILE
679	Fiji [FJI]	FIXED
6793312000	Fiji [FJI]	MOBILE
679351	Fiji [FJI]	MOBILE
679352	Fiji [FJI]	MOBILE
679353	Fiji [FJI]	MOBILE
679354	Fiji [FJI]	MOBILE
679355	Fiji [FJI]	MOBILE
679356	Fiji [FJI]	MOBILE
679357	Fiji [FJI]	MOBILE
679358	Fiji [FJI]	MOBILE
6793590	Fiji [FJI]	MOBILE
6793591	Fiji [FJI]	MOBILE
67936	Fiji [FJI]	MOBILE
679370	Fiji [FJI]	MOBILE
679371	Fiji [FJI]	MOBILE
679372	Fiji [FJI]	MOBILE
679373	Fiji [FJI]	MOBILE
679374	Fiji [FJI]	MOBILE
6796090	Fiji [FJI]	MOBILE
6796091	Fiji [FJI]	MOBILE
6796092	Fiji [FJI]	MOBILE
679620	Fiji [FJI]	MOBILE
679623	Fiji [FJI]	MOBILE
679624	Fiji [FJI]	MOBILE
679625	Fiji [FJI]	MOBILE
679626	Fiji [FJI]	MOBILE
6796279	Fiji [FJI]	MOBILE
679630	Fiji [FJI]	MOBILE
67562	Papua New Guinea [PNG]	MOBILE
679628	Fiji [FJI]	MOBILE
679629	Fiji [FJI]	MOBILE
679631	Fiji [FJI]	MOBILE
679632	Fiji [FJI]	MOBILE
6796540	Fiji [FJI]	MOBILE
6796541	Fiji [FJI]	MOBILE
67970	Fiji [FJI]	MOBILE
67971	Fiji [FJI]	MOBILE
67972	Fiji [FJI]	MOBILE
67973	Fiji [FJI]	MOBILE
67974	Fiji [FJI]	MOBILE
67975	Fiji [FJI]	MOBILE
67976	Fiji [FJI]	MOBILE
67977	Fiji [FJI]	MOBILE
679820	Fiji [FJI]	MOBILE
679822	Fiji [FJI]	MOBILE
679823	Fiji [FJI]	MOBILE
679828	Fiji [FJI]	MOBILE
679829	Fiji [FJI]	MOBILE
67983	Fiji [FJI]	MOBILE
67984	Fiji [FJI]	MOBILE
679850	Fiji [FJI]	MOBILE
679851	Fiji [FJI]	MOBILE
6798540	Fiji [FJI]	MOBILE
6798541	Fiji [FJI]	MOBILE
679858	Fiji [FJI]	MOBILE
67986	Fiji [FJI]	MOBILE
67987	Fiji [FJI]	MOBILE
6799	Fiji [FJI]	MOBILE
68062	Palau [PLW]	MOBILE
68063	Palau [PLW]	MOBILE
680640	Palau [PLW]	MOBILE
680660	Palau [PLW]	MOBILE
68068	Palau [PLW]	MOBILE
680690	Palau [PLW]	MOBILE
